,course1,course2,corr,P-value,#students
8337,Mathematics1100,Psychology3640,0.167994564,0.466671362,21
8338,Mathematics1100,Psychology3700,0.229266923,0.054448697,71
8341,Mathematics1100,Psychology3730,0.274532036,0.071318874,44
8342,Mathematics1100,Psychology3810,0.101588688,0.580096907,32
8343,Mathematics1100,Psychology3820,0.282707211,0.025989552,62
8346,Mathematics1100,Psychology3930,0.14045519,0.205337588,83
8347,Mathematics1100,Psychology3950,0.351810194,0.099712419,23
8351,Mathematics1100,Psychology4310,0.306364067,0.003695976,88
8354,Mathematics1100,Psychology4340,0.216190402,0.020875152,114
8355,Mathematics1100,Psychology4370,0.367889311,0.03830469,32
8357,Mathematics1100,Psychology4810,0.553375589,0.001019117,32
8360,Mathematics1100,Psychology4900,0.296984021,4.46E-05,183
8366,Mathematics1100,Theatre1100,0.330398614,1.94E-30,1140
8367,Mathematics1100,Theology1000,0.373442957,1.58E-122,3692
8368,Mathematics1100,Theology3200,0.295324271,9.84E-13,560
8369,Mathematics1100,VisualArts1101,0.28518999,1.47E-12,593
8370,Music1100,BiologicalSciences1403,0.421750072,1.39E-14,305
8371,Music1100,BiologicalSciences1404,0.375316656,3.19E-10,263
8372,Music1100,BiologicalSciences1413,0.482376437,5.26E-19,302
8373,Music1100,Chemistry1321,0.360276792,1.13E-11,334
8374,Music1100,Chemistry1322,0.342219699,1.08E-08,265
8375,Music1100,Chemistry1331,0.353776301,1.61E-11,342
8376,Music1100,Chemistry1332,0.404761104,2.41E-12,277
8377,Music1100,ComputerandInfoScience1100,0.362785631,9.07E-19,557
8378,Music1100,ComputerandInfoScience1400,0.240950383,0.007022522,124
8380,Music1100,ComputerandInfoScience1600,0.322421527,2.03E-09,330
8381,Music1100,ComputerandInfoScience1610,0.317138077,1.01E-07,270
8384,Music1100,ComputerandInfoScience2000,0.49411176,9.86E-11,152
8385,Music1100,ComputerandInfoScience2010,0.516312605,7.19E-12,154
8387,Music1100,ComputerandInfoScience2100,0.555607187,0.000197874,40
8388,Music1100,ComputerandInfoScience2110,0.413254148,0.018728662,32
8389,Music1100,ComputerandInfoScience2200,0.508706585,4.10E-08,103
8391,Music1100,ComputerandInfoScience2350,0.105586549,0.607707784,26
8392,Music1100,ComputerandInfoScience2500,0.228493382,0.096542137,54
8393,Music1100,ComputerandInfoScience2540,0.452407864,1.38E-05,85
8395,Music1100,ComputerandInfoScience3001,0.395864317,0.033525458,29
8401,Music1100,ComputerandInfoScience3300,0.25729811,0.129787086,36
8402,Music1100,ComputerandInfoScience3400,-0.127894662,0.551469326,24
8403,Music1100,ComputerandInfoScience3500,0.413182928,5.72E-05,89
8405,Music1100,ComputerandInfoScience3593,0.484209573,1.53E-06,89
8406,Music1100,ComputerandInfoScience3595,0.158767277,0.189260845,70
8410,Music1100,ComputerandInfoScience4001,0.214495645,0.079004731,68
8412,Music1100,ComputerandInfoScience4020,0.429557952,0.025343774,27
8413,Music1100,ComputerandInfoScience4080,0.320708979,0.006792878,70
8414,Music1100,ComputerandInfoScience4090,0.270883292,0.01508438,80
8418,Music1100,ComputerandInfoScience4615,0.332234261,0.008898903,61
8419,Music1100,ComputerandInfoScience4631,0.381793194,0.000338995,84
8420,Music1100,ComputerandInfoScience4650,0.482679507,0.00029013,52
8422,Music1100,ComputerandInfoScience4700,0.287261101,0.163824772,25
8427,Music1100,Economics2140,0.290690408,8.24E-19,891
8428,Music1100,English1101,0.385371411,1.02E-15,403
8429,Music1100,English1102,0.458649199,2.97E-108,2071
8430,Music1100,History1000,0.479706968,6.96E-39,653
8431,Music1100,Mathematics1100,0.325546939,1.00E-25,984
8432,Music1100,Music1100,1,0,3278
8433,Music1100,Philosophy1000,0.491037876,9.78E-136,2231
8434,Music1100,Physics1201,0.39441256,9.14E-32,816
8435,Music1100,Physics1501,0.39522056,1.92E-06,136
8436,Music1100,Physics1511,0.228152601,0.001458502,192
8437,Music1100,Psychology1000,0.440833693,0.000376881,61
8441,Music1100,Psychology1100,0.397467055,2.36E-14,341
8442,Music1100,Psychology1200,0.462190767,2.10E-22,397
8443,Music1100,Psychology2000,0.39139373,7.12E-11,258
8444,Music1100,Psychology2010,0.427045756,2.58E-10,201
8445,Music1100,Psychology2200,0.227257892,0.080771024,60
8446,Music1100,Psychology2201,0.5323831,0.000167005,45
8450,Music1100,Psychology2501,0.332909564,0.001528413,88
8451,Music1100,Psychology2600,0.450781952,5.13E-06,94
8452,Music1100,Psychology2601,0.369629715,0.090439482,22
8453,Music1100,Psychology2700,0.396651794,1.12E-06,141
8454,Music1100,Psychology2710,0.390244381,1.49E-05,116
8455,Music1100,Psychology2800,0.404230572,1.30E-10,234
8456,Music1100,Psychology2900,0.418277289,7.01E-12,247
8457,Music1100,Psychology3100,0.184224522,0.236968395,43
8458,Music1100,Psychology3110,0.529247368,0.00037387,41
8463,Music1100,Psychology3330,0.514663269,0.000575955,41
8470,Music1100,Psychology3600,0.384111163,9.39E-08,181
8471,Music1100,Psychology3610,0.474397975,0.014341226,26
8473,Music1100,Psychology3700,0.298444596,0.031631286,52
8476,Music1100,Psychology3730,0.353719362,0.019968897,43
8478,Music1100,Psychology3820,0.061636765,0.713162587,38
8481,Music1100,Psychology3930,0.394216509,0.003831138,52
8486,Music1100,Psychology4310,0.325670245,0.0076219,66
8489,Music1100,Psychology4340,0.38408707,4.42E-05,107
8492,Music1100,Psychology4810,0.150195233,0.527357465,20
8495,Music1100,Psychology4900,0.156110452,0.12090092,100
8501,Music1100,Theatre1100,0.254250948,6.78E-05,240
8502,Music1100,Theology1000,0.495255568,6.86E-139,2239
8503,Music1100,Theology3200,0.441790126,1.37E-21,422
8504,Music1100,VisualArts1101,0.149877674,0.090017763,129
8505,Philosophy1000,BiologicalSciences1403,0.478263888,1.64E-76,1322
8506,Philosophy1000,BiologicalSciences1404,0.41449641,5.42E-47,1102
8507,Philosophy1000,BiologicalSciences1413,0.523617892,6.92E-94,1321
8508,Philosophy1000,Chemistry1321,0.372361263,2.85E-46,1369
8509,Philosophy1000,Chemistry1322,0.391509859,1.98E-41,1095
8510,Philosophy1000,Chemistry1331,0.421919134,5.18E-64,1458
8511,Philosophy1000,Chemistry1332,0.373869948,8.33E-39,1130
8512,Philosophy1000,ComputerandInfoScience1100,0.435420605,5.71E-82,1752
8513,Philosophy1000,ComputerandInfoScience1400,0.4118302,2.47E-16,364
8514,Philosophy1000,ComputerandInfoScience1401,0.624653514,0.0011024,24
8515,Philosophy1000,ComputerandInfoScience1600,0.415375671,2.47E-41,960
8516,Philosophy1000,ComputerandInfoScience1610,0.426316911,2.80E-37,814
8519,Philosophy1000,ComputerandInfoScience2000,0.402133794,1.31E-18,442
8520,Philosophy1000,ComputerandInfoScience2010,0.416012225,3.56E-19,424
8521,Philosophy1000,ComputerandInfoScience2011,0.204150323,0.31713764,26
8522,Philosophy1000,ComputerandInfoScience2100,0.310402291,0.000865942,112
8523,Philosophy1000,ComputerandInfoScience2110,0.295276423,0.006728162,83
8524,Philosophy1000,ComputerandInfoScience2200,0.447984821,6.10E-14,254
8526,Philosophy1000,ComputerandInfoScience2350,0.153829764,0.25765711,56
8527,Philosophy1000,ComputerandInfoScience2500,0.357201387,2.86E-06,163
8528,Philosophy1000,ComputerandInfoScience2540,0.322153752,5.95E-07,230
8530,Philosophy1000,ComputerandInfoScience3001,0.211659016,0.110715341,58
8533,Philosophy1000,ComputerandInfoScience3060,0.374814559,0.04127193,30
8534,Philosophy1000,ComputerandInfoScience3130,0.207347022,0.1402297,52
8535,Philosophy1000,ComputerandInfoScience3250,0.293441735,0.011747899,73
8536,Philosophy1000,ComputerandInfoScience3300,0.240639172,0.015878794,100
8537,Philosophy1000,ComputerandInfoScience3400,0.042953359,0.70701643,79
8538,Philosophy1000,ComputerandInfoScience3500,0.337212002,5.95E-07,209
8539,Philosophy1000,ComputerandInfoScience3580,0.285765461,0.057050693,45
8540,Philosophy1000,ComputerandInfoScience3593,0.477715811,2.14E-12,193
8541,Philosophy1000,ComputerandInfoScience3595,0.385528755,3.16E-07,165
8544,Philosophy1000,ComputerandInfoScience3850,0.34937937,0.003497252,68
8545,Philosophy1000,ComputerandInfoScience4001,0.329743228,1.15E-06,208
8547,Philosophy1000,ComputerandInfoScience4020,0.374304212,0.000218892,93
8548,Philosophy1000,ComputerandInfoScience4080,0.411968454,3.50E-08,166
8549,Philosophy1000,ComputerandInfoScience4090,0.349594987,9.38E-07,187
8550,Philosophy1000,ComputerandInfoScience4400,0.430573578,0.005547175,40
8553,Philosophy1000,ComputerandInfoScience4615,0.42535279,1.99E-07,138
8554,Philosophy1000,ComputerandInfoScience4631,0.382368323,3.28E-09,224
8555,Philosophy1000,ComputerandInfoScience4650,0.32458912,7.21E-05,144
8556,Philosophy1000,ComputerandInfoScience4660,0.283369384,0.029643389,59
8557,Philosophy1000,ComputerandInfoScience4700,0.649666834,1.36E-05,37
8558,Philosophy1000,ComputerandInfoScience4750,0.771222456,2.65E-05,22
8562,Philosophy1000,Economics2140,0.363903792,2.75E-123,3928
8563,Philosophy1000,English1101,0.448383879,1.08E-78,1574
8564,Philosophy1000,English1102,0.488443517,0,9361
8565,Philosophy1000,History1000,0.480827764,1.19E-148,2567
8566,Philosophy1000,Mathematics1100,0.413821139,2.65E-153,3706
8567,Philosophy1000,Music1100,0.491037876,9.78E-136,2231
8568,Philosophy1000,Philosophy1000,1,0,12739
8569,Philosophy1000,Physics1201,0.396903982,1.85E-92,2429
8570,Philosophy1000,Physics1501,0.321316035,7.42E-12,433
8571,Philosophy1000,Physics1511,0.303494318,6.54E-15,631
8572,Philosophy1000,Psychology1000,0.40173759,7.21E-05,92
8573,Philosophy1000,Psychology1002,0.775030787,8.70E-06,24
8574,Philosophy1000,Psychology1003,0.667182422,0.000694412,22
8576,Philosophy1000,Psychology1100,0.43136875,3.29E-47,1014
8577,Philosophy1000,Psychology1200,0.458476405,6.83E-70,1326
8578,Philosophy1000,Psychology2000,0.445198412,4.61E-44,880
8579,Philosophy1000,Psychology2010,0.463643339,5.42E-33,594
8580,Philosophy1000,Psychology2200,0.290002286,0.000303924,151
8581,Philosophy1000,Psychology2201,0.464252607,1.32E-09,154
8582,Philosophy1000,Psychology2301,-0.152053532,0.468096091,25
8583,Philosophy1000,Psychology2401,0.39393121,0.000515485,74
8585,Philosophy1000,Psychology2501,0.447735011,2.85E-14,261
8586,Philosophy1000,Psychology2600,0.41248469,1.06E-14,323
8587,Philosophy1000,Psychology2601,0.355456046,0.01656567,45
8588,Philosophy1000,Psychology2700,0.405949587,2.38E-16,376
8589,Philosophy1000,Psychology2710,0.362744939,9.91E-12,331
8590,Philosophy1000,Psychology2800,0.452529249,1.98E-33,636
8591,Philosophy1000,Psychology2900,0.455117464,1.47E-42,808
8592,Philosophy1000,Psychology3100,0.478391899,1.32E-09,144
8593,Philosophy1000,Psychology3110,0.424867473,1.00E-07,145
8595,Philosophy1000,Psychology3245,0.387544088,0.023540782,34
8596,Philosophy1000,Psychology3300,0.528488203,0.00038256,41
8598,Philosophy1000,Psychology3330,0.464584527,1.16E-07,118
8601,Philosophy1000,Psychology3360,0.496720338,0.021985814,21
8603,Philosophy1000,Psychology3410,0.194929118,0.221967679,41
8604,Philosophy1000,Psychology3550,0.551499933,0.006373789,23
8605,Philosophy1000,Psychology3600,0.404936802,6.09E-24,571
8606,Philosophy1000,Psychology3610,0.41472871,6.50E-05,87
8607,Philosophy1000,Psychology3640,0.415210615,0.004565168,45
8608,Philosophy1000,Psychology3700,0.332240297,9.94E-05,132
8611,Philosophy1000,Psychology3730,0.4063173,1.06E-05,110
8612,Philosophy1000,Psychology3810,0.300530547,0.008797658,75
8613,Philosophy1000,Psychology3820,0.175612434,0.065241103,111
8616,Philosophy1000,Psychology3930,0.325769842,5.34E-05,148
8617,Philosophy1000,Psychology3950,0.242870442,0.092668703,49
8619,Philosophy1000,Psychology4245,0.396025174,0.005859174,47
8621,Philosophy1000,Psychology4310,0.279538269,7.25E-05,196
8622,Philosophy1000,Psychology4330,0.105458393,0.600618017,27
8624,Philosophy1000,Psychology4340,0.320159905,1.05E-07,264
8625,Philosophy1000,Psychology4370,0.436404503,0.000615628,58
8627,Philosophy1000,Psychology4810,0.264742269,0.036009546,63
8628,Philosophy1000,Psychology4820,0.452213919,0.039571316,21
8630,Philosophy1000,Psychology4900,0.385710398,1.98E-14,366
8631,Philosophy1000,Psychology4920,0.428160305,0.020495826,29
8632,Philosophy1000,Psychology4930,0.334657789,0.056957652,33
8636,Philosophy1000,Theatre1100,0.433174515,2.44E-123,2687
8637,Philosophy1000,Theology1000,0.51355515,0,10160
8638,Philosophy1000,Theology3200,0.443106895,4.09E-70,1436
8639,Philosophy1000,VisualArts1101,0.452234066,1.29E-84,1663
8640,Physics1201,BiologicalSciences1403,0.344024646,5.31E-06,167
8641,Physics1201,BiologicalSciences1404,0.136064323,0.186219558,96
8642,Physics1201,BiologicalSciences1413,0.332058646,1.24E-05,166
8643,Physics1201,Chemistry1321,0.423858473,2.72E-07,136
8644,Physics1201,Chemistry1322,0.182869088,0.067189655,101
8645,Physics1201,Chemistry1331,0.312433281,5.46E-05,161
8646,Physics1201,Chemistry1332,0.206641188,0.036238217,103
8647,Physics1201,ComputerandInfoScience1100,0.406321768,2.11E-35,857
8648,Physics1201,ComputerandInfoScience1400,0.328386154,0.000266239,119
8650,Physics1201,ComputerandInfoScience1600,0.327612459,1.87E-08,281
8651,Physics1201,ComputerandInfoScience1610,0.310879413,5.57E-07,249
8654,Physics1201,ComputerandInfoScience2000,0.435534723,2.84E-08,149
8655,Physics1201,ComputerandInfoScience2010,0.393808014,1.24E-06,142
8657,Physics1201,ComputerandInfoScience2100,0.63190835,9.37E-06,41
8658,Physics1201,ComputerandInfoScience2110,0.50411066,0.006233169,28
8659,Physics1201,ComputerandInfoScience2200,0.420269013,1.49E-05,99
8661,Physics1201,ComputerandInfoScience2350,-0.056858113,0.787195519,25
8662,Physics1201,ComputerandInfoScience2500,0.005286458,0.970329737,52
8663,Physics1201,ComputerandInfoScience2540,0.100216466,0.405664992,71
8665,Physics1201,ComputerandInfoScience3001,0.166026437,0.427684354,25
8669,Physics1201,ComputerandInfoScience3130,0.463109275,0.026052534,23
8671,Physics1201,ComputerandInfoScience3300,0.256788943,0.178722128,29
8672,Physics1201,ComputerandInfoScience3400,0.54065798,0.002974078,28
8673,Physics1201,ComputerandInfoScience3500,0.120294612,0.278695317,83
8675,Physics1201,ComputerandInfoScience3593,0.657029724,1.52E-11,83
8676,Physics1201,ComputerandInfoScience3595,0.442136871,0.000320844,62
8679,Physics1201,ComputerandInfoScience3850,0.215372333,0.361809171,20
8680,Physics1201,ComputerandInfoScience4001,0.273871991,0.03269764,61
8682,Physics1201,ComputerandInfoScience4020,0.179250914,0.361408205,28
8683,Physics1201,ComputerandInfoScience4080,0.508992218,7.24E-05,55
8684,Physics1201,ComputerandInfoScience4090,0.322469609,0.0093568,64
8688,Physics1201,ComputerandInfoScience4615,0.37558961,0.003104468,60
8689,Physics1201,ComputerandInfoScience4631,0.3277418,0.002066986,86
8690,Physics1201,ComputerandInfoScience4650,0.240590566,0.059615085,62
8697,Physics1201,Economics2140,0.299579978,1.44E-18,825
8698,Physics1201,English1101,0.231575301,1.52E-05,342
8699,Physics1201,English1102,0.293273554,4.78E-45,2208
8700,Physics1201,History1000,0.382439496,1.22E-28,782
8701,Physics1201,Mathematics1100,0.393041097,2.07E-53,1413
8702,Physics1201,Music1100,0.39441256,9.14E-32,816
8703,Physics1201,Philosophy1000,0.396903982,1.85E-92,2429
8704,Physics1201,Physics1201,1,0,3634
8705,Physics1201,Physics1501,0.384706293,0.011883347,42
8706,Physics1201,Physics1511,0.346716289,0.002655607,73
8707,Physics1201,Psychology1000,0.320535101,0.084178005,30
8711,Physics1201,Psychology1100,0.494105881,2.64E-44,699
8712,Physics1201,Psychology1200,0.335163834,6.21E-14,475
8713,Physics1201,Psychology2000,0.374282799,2.58E-14,387
8714,Physics1201,Psychology2010,0.468170299,1.50E-16,278
8715,Physics1201,Psychology2200,0.350701597,0.000301809,102
8716,Physics1201,Psychology2201,0.549922881,2.52E-06,64
8720,Physics1201,Psychology2501,0.349239952,2.88E-05,137
8721,Physics1201,Psychology2600,0.222300832,0.020758445,108
8722,Physics1201,Psychology2601,0.487989962,0.002534409,36
8723,Physics1201,Psychology2700,0.51793014,1.34E-11,149
8724,Physics1201,Psychology2710,0.405104786,2.72E-07,150
8725,Physics1201,Psychology2800,0.42541393,4.51E-13,265
8726,Physics1201,Psychology2900,0.378140735,3.25E-12,317
8727,Physics1201,Psychology3100,0.602140641,5.73E-07,58
8728,Physics1201,Psychology3110,0.425368876,0.012143928,34
8731,Physics1201,Psychology3300,0.165756648,0.472713498,21
8733,Physics1201,Psychology3330,0.360206386,0.000708695,85
8740,Physics1201,Psychology3600,0.39470065,2.27E-10,240
8741,Physics1201,Psychology3610,0.097537507,0.549339244,40
8743,Physics1201,Psychology3700,0.396932687,0.000507316,73
8746,Physics1201,Psychology3730,0.390376517,0.004625044,51
8747,Physics1201,Psychology3810,0.645250024,0.000662426,24
8748,Physics1201,Psychology3820,0.244267352,0.077951339,53
8751,Physics1201,Psychology3930,0.325643676,0.004933469,73
8752,Physics1201,Psychology3950,0.410640361,0.011584516,37
8756,Physics1201,Psychology4310,0.372750004,0.000610297,81
8759,Physics1201,Psychology4340,0.179026234,0.044022575,127
8762,Physics1201,Psychology4810,0.464919609,0.00489349,35
8765,Physics1201,Psychology4900,0.259921915,0.001654435,144
8771,Physics1201,Theatre1100,0.236665689,1.04E-11,805
8772,Physics1201,Theology1000,0.400063667,2.96E-92,2382
8773,Physics1201,Theology3200,0.359542784,5.02E-15,445
8774,Physics1201,VisualArts1101,0.332162348,2.02E-14,503
8775,Physics1501,BiologicalSciences1403,0.50380708,3.00E-29,433
8776,Physics1501,BiologicalSciences1404,0.505517088,4.76E-30,442
8777,Physics1501,BiologicalSciences1413,0.503701418,1.99E-29,436
8778,Physics1501,Chemistry1321,0.485607662,2.69E-27,438
8779,Physics1501,Chemistry1322,0.544475391,6.07E-34,422
8780,Physics1501,Chemistry1331,0.428969367,9.50E-22,454
8781,Physics1501,Chemistry1332,0.463925724,3.14E-24,428
